row.names	sample01	sample02	sample03	sample04	sample05	sample06	sample07	sample08	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72
32430_at	8.361505198	3.321928095	3.321928095	7.965784285	7.839203788	8.618385502	3.321928095	3.321928095	3.321928095	3.321928095	5.584962501	3.321928095	3.321928095	6.794415866	9.342074668	3.321928095	3.321928095	3.321928095	3.321928095	8.442943496	10.02513956	3.321928095	9.56414949	7	3.321928095	3.321928095	6.247927513	9.691743519	3.321928095	7.159871337	9.33315535	3.321928095	7.876516947	6.794415866	8.038918989	6.554588852	9.124121312	8.787902559	9.929258409	9.548821908	3.321928095	4.087462841	3.321928095	9.142107057	3.321928095	3.321928095	5.754887502	3.321928095	8.451211112	7.14974712	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.675957033	8.503825738	8.285402219	3.321928095	9.499845887	10.1382718	3.321928095	8.139551352	10.62021983	3.321928095	3.321928095	3.321928095	3.321928095	8.791162889	3.321928095	3.321928095	9.485829309
32451_at	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.882643049	3.321928095	3.321928095	9.383704292	9.095397023	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.129283017	8.361943774	3.321928095	3.321928095	3.321928095	8.124121312	3.321928095	3.321928095	3.321928095	11.78545247	6.599912842	10.85564717	7.108524457	3.321928095	9.77478706	8.076815597	3.321928095	8.982993575	8.447083226	3.321928095	3.321928095	13.74420315	3.321928095	3.321928095	3.321928095	3.321928095	7.700439718	3.321928095	7.845490051	3.321928095	3.321928095	13.47205616	13.05816088	7.73470962	3.321928095	3.321928095	13.88788697	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.768184325	3.321928095	3.321928095	10.24317398	9.54303182	3.321928095	6.845490051	3.321928095	3.321928095
32454_at	5.141596278	5.523561956	3.321928095	3.321928095	3.321928095	8.266786541	3.321928095	3.321928095	4.857980995	8.471675214	3.807354922	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	12.29059489	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.864186145	3.321928095	3.321928095	3.321928095	5.882643049	3.321928095	3.321928095	3.321928095	5.169925001	9.980139578	3.321928095	3.321928095	9.321928095	3.321928095	7.912889336	8.951284715	11.46250227	7.707359132	8.076815597	3.321928095	3.321928095	9.544964433	9.887220615	9.548821908	5.857980995	9.368506462	3.321928095	8.654636029
32457_f_at	9.007307647	8.686500527	3.321928095	3.321928095	3.321928095	3.321928095	9.271463028	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.344295908	9	8.459431619	5.700439718	3.321928095	6.768184325	6.95419631	9.240791332	3.321928095	8.169925001	7.754887502	3.321928095	3.321928095	3.321928095	8.957102042	8.632995197	3.321928095	8.262094845	7.888743249	9.177419538	3.321928095	3.321928095	3.321928095	3.321928095	10.18858885	3.321928095	3.321928095	10.27844946	10.48984796	3.321928095	8.816983623	8.897845456	3.321928095	8.95419631	9.703903573	3.321928095	8.016808288	7.294620749	7.139551352	3.321928095	3.321928095	10.87036472	3.321928095	8.933690655	10.42311591	10.61654884	3.321928095	3.321928095	3.321928095	5.169925001	9.262094845	10.16616308	7.851749041	10.01680829	10.20579325	3.321928095	7.686500527	5.614709844	10.05934446	8.317412614
32473_at	7.569096095	3.321928095	7.426264755	3.459431619	3.321928095	7.6794801	7.906890596	7.159871337	3.321928095	7.483815777	8.209453366	7.209453366	7.6794801	8.194756854	3.321928095	6.894817763	8.625708843	3.321928095	7.087462841	9.139551352	7.434628228	3.321928095	7.839203788	5.64385619	3.321928095	3.321928095	3.321928095	7.948367232	7.011227255	6.087462841	7.50779464	3.321928095	4.807354922	8.784634846	7.768184325	3.807354922	3.807354922	5.357552005	3.321928095	3.321928095	3.321928095	3.321928095	7.741466986	3.321928095	3.321928095	3.321928095	6.247927513	3.321928095	3.321928095	3.321928095	3.321928095	7.960001932	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.022367813	4.523561956	3.321928095	5.044394119	6.22881869	3.321928095	3.321928095	3.321928095	8.447083226	7.918863237
32482_at	3.321928095	6.247927513	3.321928095	3.321928095	8.647458426	8.016808288	3.321928095	8.95419631	7.276124405	3.321928095	8.159871337	3.321928095	7.930737338	3.321928095	6.209453366	3.321928095	3.321928095	7.21916852	6.129283017	6.820178962	3.321928095	3.321928095	7.46760555	3.321928095	7.599912842	5.857980995	6.50779464	3.321928095	3.321928095	3.321928095	6.491853096	3.321928095	7.294620749	3.321928095	3.321928095	6.209453366	3.321928095	4.807354922	3.321928095	3.321928095	5.459431619	3.321928095	5.584962501	8.370687407	6.169925001	3.321928095	4.523561956	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	4.169925001	9.405141463	6.459431619	4.807354922	3.321928095	3.321928095	8.076815597	3.321928095	6.22881869	3.321928095	3.321928095	3.321928095	6.285402219	9.773139207	7.839203788	3.321928095	8.233619677	6.189824559	3.321928095
32498_at	3.321928095	3.321928095	4.321928095	6.686500527	9.06608919	9.271463028	3.321928095	8.832890014	3.321928095	3.321928095	3.321928095	3.321928095	8.290018847	9.430452552	8.262094845	3.321928095	8.30833903	3.321928095	8.54689446	9.038918989	3.321928095	8.909893084	9.328674927	3.321928095	9.027905997	9.076815597	9.238404739	3.321928095	3.321928095	3.321928095	8.891783703	3.321928095	10.169925	9.499845887	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.24911345	10.4325419	9.459431619	7.14974712	8.936637939	9.271463028	10.13314221	10.00982862	3.321928095	7.266786541	7.87036472	7.06608919	3.321928095	3.321928095	9.398743692	3.321928095	8.426264755	8.948367232	3.321928095	11.36249181	3.321928095	3.321928095	8.46760555	9.586839788	3.321928095	9.691743519	7.924812504	9.434628228	8.038918989	3.321928095	7.794415866	9.971543554	6.129283017
33002_at	8.375473913	7.781359714	3.321928095	3.321928095	8.581200582	7.118941073	8.139551352	3.321928095	4.700439718	6.672425342	8.189824559	4.906890596	3.321928095	8.562242424	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	9.4325419	3.321928095	6.392317423	8.829722735	7.17990909	3.321928095	3.321928095	6.614709844	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.900866808	9.224001674	3.321928095	3.321928095	3.321928095	3.321928095	8.22881869	5.087462841	9.611024797	3.321928095	3.321928095	6.554588852	5.781359714	3.321928095	3.321928095	3.321928095	7.554588852	3.321928095	3.321928095	3.321928095	7.483815777	9.131856961	8.581200582	8.614709844	3.321928095	3.321928095	3.321928095	9.169925001	9.310612782	5.087462841	9.758223215	3.321928095	6.266786541	8.523561956	6.06608919	3.321928095	8.357552005	3.321928095	7.888743249	3.321928095
33003_at	3.321928095	9.682994584	9.211888295	3.321928095	7.459431619	8.636624621	9.400879436	8.781359714	9.63481105	7.74819285	7.392317423	4.857980995	3.321928095	7.864186145	3.321928095	8.339850003	7.960001932	6.820178962	8.839203788	9.060695932	8.471675214	8.027905997	8.581200582	6.64385619	7.614709844	3.321928095	7.960001932	3.321928095	7.554588852	4.169925001	7.622051819	9.810571635	10.73047014	10.59152235	3.321928095	8.991521846	8.915879379	10.58402294	3.321928095	7.276124405	6.321928095	9.342074668	7.960001932	9.461479447	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.584962501	3.321928095	7.426264755	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.238404739	3.321928095	3.321928095	3.321928095	3.321928095	8.816983623	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
33014_at	3.321928095	3.321928095	7.348728154	3.321928095	3.321928095	4.523561956	3.321928095	3.321928095	5.857980995	3.321928095	6.727920455	6.129283017	7	5.781359714	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.294620749	5	3.321928095	6.129283017	3.321928095	4.64385619	5.584962501	6.209453366	3.321928095	3.321928095	4.64385619	3.321928095	3.321928095	5.700439718	3.321928095	3.321928095	7.357552005	3.321928095	3.321928095	3.321928095	5.459431619	3.321928095	3.321928095	3.321928095	3.321928095	4.392317423	3.321928095	3.321928095	3.321928095	6.988684687	3.321928095	3.321928095	3.321928095	6.247927513	3.321928095	3.321928095	3.321928095	8.658211483	7.375039431	8.873444113	3.321928095	6.491853096	9.154818109	7.592457037	3.584962501	3.321928095	8.087462841	8.044394119	8.82336724	6.845490051	6.247927513	3.321928095	3.321928095
33018_at	7.434628228	5.700439718	3.321928095	3.321928095	7.54689446	7.491853096	3.584962501	6.442943496	5.614709844	3.321928095	6.247927513	3.321928095	5.906890596	8.503825738	3.321928095	3.321928095	3.321928095	8.243173983	5.700439718	5.832890014	6.303780748	6.491853096	5.64385619	8.422064766	6.599912842	5.209453366	7.826548487	3.321928095	3.321928095	3.321928095	8.238404739	7.285402219	7.118941073	6.599912842	7.982993575	6.357552005	3.321928095	3.321928095	8.060695932	6.22881869	4.906890596	3.321928095	3.321928095	8.353146825	7.348728154	3.321928095	4.523561956	3.321928095	3.321928095	3.321928095	3.321928095	5.672425342	5.754887502	3.321928095	3.321928095	3.321928095	7.257387843	4.247927513	3.321928095	7.491853096	3.321928095	3.321928095	5.321928095	3.321928095	3.321928095	3.321928095	6.686500527	6.64385619	3.321928095	7.475733431	4.459431619	3.321928095
33028_at	3.321928095	3.321928095	3.321928095	3.321928095	7.95419631	5.247927513	3.321928095	8.174925683	4.523561956	7.965784285	7.693486957	3.321928095	7.599912842	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.781359714	3.321928095	8.569855608	3.321928095	5.754887502	6.209453366	7.087462841	7.562242424	6.714245518	6.569855608	6.942514505	5.491853096	3.321928095	3.321928095	6.022367813	8.22881869	7.257387843	3.321928095	3.321928095	3.321928095	8.900866808	4	5.285402219	5.882643049	6.459431619	4.95419631	8.982993575	6.392317423	6.539158811	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.209453366	3.321928095	3.321928095	7.348728154	6.857980995	3.321928095	3.321928095	3.321928095	3.321928095	6.459431619	3.321928095	3.321928095	3.321928095	8.632995197	3.321928095	9.187352073	7.357552005	8.357552005	7.357552005	3.321928095
33033_at	4.672425342	3.321928095	3.321928095	3.321928095	5.672425342	6.189824559	3.321928095	9.768184325	3.321928095	8.810571635	3.321928095	6.108524457	10.6128685	3.321928095	7.357552005	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	9.294620749	3.321928095	5.209453366	5.807354922	4.321928095	3.321928095	9.187352073	3.321928095	3.321928095	8.744833837	9.428360173	9.87958325	9.357552005	3.321928095	3.321928095	9.609178738	9.036173613	3.321928095	9.483815777	9.911391988	9.457380879	9.813781191	9.449148645	10.81378119	9.46760555	10.55458885	7.257387843	6.129283017	5.64385619	6.977279923	8.348728154	9.936637939	9.856425529	4.523561956	4.459431619	10.4429435	10.44604941	11.03204573	10.06608919	10.89708913	3.321928095	10.56414949	10.68035952	6.523561956	10.92407019	10.27612441	8.022367813	10.12928302	10.5137276	9.972979786	10.59991284
33049_at	8.138015753	6.14974712	3.321928095	3.321928095	7.888743249	8.409390936	3.321928095	3.321928095	8.087462841	6.022367813	5.754887502	6.087462841	5.672425342	9.262094845	3.321928095	3.321928095	5.044394119	10.10328781	4.64385619	3.321928095	9.240791332	7.658211483	6.285402219	11.24198315	3.321928095	8.434628228	7.330916878	3.321928095	4.700439718	3.321928095	10.24792751	6.357552005	6.95419631	3.321928095	8.194756854	8.900866808	3.321928095	5.392317423	6.658211483	3.321928095	4.64385619	3.321928095	3.321928095	4.857980995	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.22881869	6.614709844	7.417852515	3.321928095	3.321928095	3.321928095	6.64385619	6	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.857980995	6.894817763	3.321928095	7.499845887
33054_at	4.867896464	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.303780748	7.076815597	8.562242424	3.321928095	3.321928095	3.321928095	6.930737338	3.321928095	3.321928095	4.700439718	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.768184325	3.321928095	3.321928095	3.321928095	5.882643049	3.321928095	6.988684687	8.317412614	6.247927513	7.554588852	3.321928095	3.321928095	7.614709844	8.361943774	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.930737338	8.113742166	7.357552005	6.442943496	3.321928095	3.321928095	3.321928095	3.321928095	7.942514505	10.06204614	3.321928095	3.321928095	9.453270634	3.321928095	5.491853096	10.06069593	3.321928095	3.321928095	3.321928095	6.977279923	4.754887502	3.321928095	3.321928095	3.321928095	3.321928095	10.50581155	7.87036472	9.584962501
33058_at	3.321928095	4.523561956	8.487840034	3.321928095	6.832890014	3.321928095	7.238404739	8.651051691	7.888743249	3.321928095	3.321928095	8.888743249	3.321928095	8.962896005	3.321928095	3.321928095	7.554588852	7.491853096	3.321928095	3.807354922	4.247927513	3.321928095	8.17990909	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.857980995	8.554588852	3.321928095	3.321928095	3.321928095	3.321928095	6.658211483	3.321928095	7.599912842	3.321928095	9.64385619	3.321928095	3.321928095	6.882643049	8.422064766	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.988684687	4.523561956	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.02236781	3.321928095	9.73470962	3.321928095	6.285402219	7.199672345	3.321928095	3.321928095	7.607330314	3.321928095
33086_at	6.015693807	7.108524457	6.942514505	3.321928095	3.321928095	3.321928095	3.321928095	8.625708843	3.321928095	5.459431619	3.321928095	4.087462841	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.569855608	3.321928095	3.321928095	7.392317423	3.321928095	3.321928095	7.707359132	6.129283017	7.515699838	6.686500527	3.321928095	7.876516947	3.321928095	3.321928095	3.321928095	8.511752654	3.321928095	7.857980995	3.321928095	6.754887502	3.321928095	7.055282436	7.129283017	10.07815081	6.321928095	6.832890014	9.430452552	3.321928095	6.375039431	7.330916878	5	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.238404739	3.321928095	6.06608919	3.321928095	5.209453366	3.321928095	7.209453366	3.321928095	7.912889336	3.321928095	3.321928095	9.197216693	8.906890596	8.247927513	10.86263736	9.434628228	3.321928095	5.727920455	3.321928095
33583_r_at	3.321928095	3.321928095	7.159871337	3.321928095	5.392317423	3.321928095	3.321928095	3.321928095	3.321928095	9.092757141	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.169925001	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	9.52160044	3.321928095	3.321928095	7.055282436	7.400879436	3.321928095	3.321928095	3.321928095	6.108524457	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.721099189	5.832890014	7.813781191	9.321928095	8.28077077	6.614709844	9.136991112	6.599912842	3.321928095	7.982993575	7.539158811	3.321928095	3.321928095	7.321928095	9.084808388	6.554588852	9.209453366	8.21916852	8.209453366	9.326429487	8	3.321928095	8.108524457	7.562242424	7.247927513	7.22881869	8.909893084	9.556506055
33589_at	7.169925001	3.321928095	3.321928095	3.321928095	3.321928095	7.087462841	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.636624621	3.321928095	3.321928095	6.95419631	9.152284842	3.321928095	3.321928095	8.957102042	3.321928095	8.361943774	3.321928095	8.257387843	6.918863237	8.154818109	6.321928095	3.321928095	7.754887502	6.942514505	4.64385619	8.891783703	8.539158811	6.857980995	8.836050355	6.426264755	9.01402047	3.321928095	3.321928095	7.592457037	7.330916878	3.321928095	3.321928095	9.273795599	3.321928095	7.607330314	3.321928095	3.321928095	6.857980995	3.321928095	5.554588852	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.46964182	10.00140819	9.28771238	3.321928095	9.216745858	3.321928095	3.321928095	10.37395266
33608_at	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	4.523561956	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.64385619	4.857980995	3.321928095	6.906890596	3.321928095	3.321928095	6.409390936	7.787902559	3.321928095	4.857980995	3.321928095	3.321928095	5.95419631	3.321928095	3.321928095	6.599912842	3.321928095	6.087462841	3.321928095	3.321928095	3.321928095	7.930737338	9.108524457	9.202123824	8.675957033	8.312882955	6.209453366	3.321928095	8.28077077	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.238404739	3.321928095	3.321928095	4.906890596	8.011227255	7.813781191	3.321928095	8.005624549	3.321928095	3.321928095	8.022367813	3.321928095	3.321928095	8.915879379	3.321928095	9.301496195	3.321928095	7.918863237	6.491853096	3.321928095
33620_at	3.321928095	7.303780748	3.321928095	3.321928095	3.321928095	6.22881869	4.807354922	9.515699838	3.321928095	7.845490051	3.321928095	8.129283017	3.321928095	3.321928095	3.321928095	5.169925001	3.321928095	3.321928095	7.06608919	3.321928095	9.417852515	7.554588852	7.169925001	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.087462841	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.06608919	3.321928095	3.321928095	3.321928095	3.321928095	7.965784285	8.77148947	3.321928095	3.321928095	3.321928095	3.321928095	9.531381461	8.335390355	10.99717948	3.321928095	3.321928095	3.321928095	9.847057346	3.321928095	9.926295995	7.614709844	10.26795708	11.20762447	7.658211483	7.87036472	9.84862294	11.22158712	8.17990909	7.139551352	3.321928095	7.912889336	7.6794801
33621_at	3.321928095	3.321928095	5.209453366	3.321928095	5.169925001	3.321928095	6.108524457	7.17990909	5.459431619	3.321928095	5.882643049	3.321928095	3.321928095	7.651051691	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	4.247927513	5.584962501	7.87036472	3.321928095	3.321928095	3.321928095	3.321928095	4.087462841	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.087462841	3.321928095	3.321928095	3.321928095	4.459431619	3.321928095	3.321928095	8.005624549	8.14974712	3.321928095	5.554588852	5.087462841	6.50779464	3.321928095	7.276124405	3.321928095	3.321928095	5.044394119	5	3.321928095	6.285402219	6.807354922	3.321928095	3.321928095	7.768184325	3.321928095	8	3.321928095	3.321928095	3.321928095	7.392317423	7.426264755	6.714245518	7.139551352	6.62935662	6.700439718	3.321928095	8.353146825	8.475733431	8.607330314
33622_at	8.145677455	3.321928095	6.832890014	3.321928095	8.980139578	8.087462841	7.400879436	10.17242751	3.321928095	7.392317423	3.321928095	7.426264755	3.321928095	9.209453366	8.948367232	3.321928095	3.321928095	8.027905997	7.21916852	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.758223215	3.321928095	3.321928095	3.321928095	8.672425342	3.321928095	8.060695932	3.321928095	5.491853096	7.426264755	8.049848549	3.321928095	9.079484784	3.321928095	4.247927513	7.930737338	8.396604781	3.321928095	9.09011242	6.930737338	8.951284715	3.321928095	3.321928095	9.87958325	3.321928095	3.321928095	3.321928095	11.19537221	6.303780748	8.77807713	3.321928095	10.92703717	3.321928095	9.247927513	10.62844554	10.10983065	10.82813648	9.177419538	8.471675214	9.961449694	9.396604781	8.426264755	9.46760555	9.385862401	10.39874369	10.03754695
33627_at	5.026800059	8.392317423	3.321928095	8.21916852	10.5137276	3.321928095	3.321928095	8.915879379	3.321928095	3.321928095	3.321928095	3.321928095	5.781359714	3.321928095	3.321928095	7.523561956	7.098032083	3.321928095	3.321928095	9.124121312	3.321928095	3.321928095	8.076815597	9.136991112	6.658211483	3.321928095	8.751544059	3.321928095	5.906890596	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.523561956	3.321928095	3.700439718	7.442943496	7.409390936	8.903881846	5.906890596	3.321928095	9.519636253	7.442943496	3.321928095	5.64385619	3.321928095	3.321928095	7.159871337	7.672425342	3.321928095	3.321928095	3.321928095	6.857980995	8.87036472	7.199672345	3.321928095	9.73978061	9.985841937	7.569855608	7.475733431	6.832890014	9.614709844	3.321928095	9.614709844	9.162391329	7.658211483	8.842350343	3.321928095	8.491853096	6.942514505
33638_at	3.321928095	3.321928095	9.118941073	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.392317423	3.321928095	3.321928095	3.584962501	4.169925001	3.321928095	7.851749041	3.321928095	3.321928095	3.321928095	3.321928095	7.64385619	3.321928095	9.503825738	3.321928095	3.321928095	3.321928095	8.933690655	3.321928095	6.965784285	7.787902559	3.321928095	3.321928095	8.599912842	8.714245518	3.321928095	7.584962501	3.321928095	3.321928095	6.672425342	3.321928095	7.312882955	3.321928095	3.321928095	3.321928095	7.721099189	3.321928095	3.321928095	3.321928095	8.243173983	6.266786541	8.658211483	3.321928095	3.321928095	8.159871337	3.321928095	3.321928095	8.531381461	3.321928095	8.816983623	3.321928095	3.321928095	3.321928095	6.62935662	10.26912668	3.321928095	3.321928095	3.321928095	7.857980995	9.350939182	9.839203788	3.321928095	10.38694025	7.960001932
33639_g_at	8.557272223	3.321928095	3.321928095	3.321928095	8.761551232	7.22881869	6.50779464	7.900866808	7.14974712	3.321928095	6.754887502	3.321928095	3.321928095	6.781359714	3.321928095	3.321928095	3.321928095	3.321928095	7.159871337	3.459431619	6.523561956	6.807354922	3.321928095	6.906890596	3.321928095	9.008428622	6.62935662	3.321928095	3.321928095	3.321928095	3.321928095	4.523561956	3.321928095	3.321928095	3.321928095	6.64385619	7.707359132	3.321928095	3.321928095	7.832890014	7.592457037	7.06608919	7.658211483	7.930737338	6.14974712	3.321928095	3.321928095	6.807354922	7.491853096	7.50779464	3.321928095	3.321928095	7.820178962	7.011227255	9.312882955	3.321928095	6.022367813	3.321928095	3.321928095	3.321928095	3.321928095	8.960001932	6.906890596	9.457380879	3.321928095	9.105908509	8.787902559	9.211888295	7.87036472	8.098032083	7.971543554	3.321928095
33642_s_at	3.321928095	8.95419631	3.321928095	3.321928095	8.027905997	3.321928095	3.321928095	7.820178962	3.321928095	3.321928095	3.321928095	7.459431619	8.144658243	8.164906927	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.471675214	6.87036472	3.321928095	8.312882955	3.321928095	3.321928095	9.157346935	3.321928095	6.754887502	3.321928095	6.442943496	3.321928095	3.321928095	9.055282436	9.622051819	3.321928095	7.864186145	5.087462841	3.321928095	3.321928095	3.321928095	3.321928095	6.62935662	7.366322214	3.321928095	8.888743249	6.965784285	8.842350343	6.22881869	8.985841937	5.64385619	3.321928095	3.321928095	8.426264755	3.321928095	7.768184325	4.321928095	8.396604781	7.74819285	10.1382718	3.321928095	3.321928095
33645_at	6.689299161	3.321928095	3.321928095	6.266786541	3.321928095	3.321928095	3.459431619	7.348728154	3.321928095	3.321928095	7.977279923	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.523561956	6.554588852	5.129283017	3.321928095	7.033423002	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.491853096	6.658211483	7.108524457	8.28077077	3.321928095	8.527477006	7.523561956	3.584962501	3.321928095	6.714245518	8.430452552	4.700439718	3.321928095	5.169925001	8.238404739	8.573647187	8.985841937	6.426264755	3.321928095	3.321928095	3.321928095	7.357552005	8.276124405	6.965784285	5.95419631	7.832890014	7.882643049	7.994353437	3.321928095	7.918863237	6.807354922	3.321928095	8.592457037	8.982993575	3.321928095	8.784634846	4.95419631	9.238404739	8.139551352	6.942514505	6.375039431	8.243173983
33693_at	5.902073579	7.21916852	3.321928095	5.129283017	3.906890596	7.562242424	7.044394119	7.451211112	3.321928095	7.592457037	6.754887502	5.523561956	3.321928095	6.965784285	3.321928095	8.353146825	3.321928095	6.022367813	6.044394119	7.199672345	3.321928095	7.033423002	7.562242424	3.321928095	5.64385619	5.930737338	6.06608919	3.321928095	3.321928095	3.321928095	3.321928095	6	7.383704292	7.108524457	7.794415866	3.321928095	3.321928095	7.129283017	6.044394119	3.321928095	3.321928095	3.321928095	8.252665432	7.6794801	6.14974712	6.820178962	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.189824559	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	4.459431619	3.321928095	3.321928095	7.761551232	3.321928095	7.357552005	3.321928095	5.169925001	4.392317423	7.409390936	3.321928095	7.577428828	3.321928095
34078_s_at	5.949534933	8.727920455	8.527477006	3.321928095	8.243173983	9.698704667	6.247927513	7.700439718	3.321928095	3.321928095	9.317412614	3.321928095	3.321928095	9.368506462	3.321928095	3.321928095	3.321928095	3.321928095	9.044394119	3.459431619	3.321928095	9.14974712	7.139551352	6.475733431	8.651051691	3.321928095	5.95419631	8.317412614	3.321928095	3.321928095	7.483815777	8.317412614	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.807354922	9.751544059	9.698704667	4.95419631	9.129283017	3.321928095	7.936637939	7.761551232	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.339850003	5.321928095	3.321928095	9.6794801	9.721099189	6	3.321928095	3.321928095	10.27496047	5.930737338	7.515699838	6.930737338	3.321928095	3.321928095	8.686500527	9.71596199	3.321928095	6.930737338	3.321928095	8.28077077	10.12412131
34094_i_at	8.675251386	7.960001932	3.321928095	3.321928095	8.174925683	3.321928095	6.209453366	3.321928095	6.700439718	3.321928095	8.611024797	3.321928095	9.033423002	6.62935662	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.523561956	7.906890596	6.977279923	6.965784285	3.321928095	6.375039431	3.321928095	3.321928095	3.321928095	3.321928095	8.339850003	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.915879379	7.832890014	7.033423002	3.321928095	5.700439718	5.857980995	8.74819285	3.321928095	8.344295908	3.321928095	7.033423002	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.614709844	5.426264755	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.8008999	3.321928095	7.851749041	3.321928095	8.519636253	3.321928095	3.321928095	6.686500527	3.321928095	5.614709844	3.321928095
